ZINC_ID,SMILES
ZINCa50000004Y5x,CC[C@@H](NCCN1CC(C(=O)O)[C@H](c2cccc(F)c2)C1)[C@H](C)O
ZINC680000003VR0,CC[C@@H](C#N)N1CC(C(=O)O)[C@H](c2cccc(F)c2)C1
ZINC680000003VR0,CC[C@H](C#N)N1CC(C(=O)O)[C@H](c2cccc(F)c2)C1
ZINCa40000003PJV,CCC(O)C(=O)NCCN1CC(C(=O)O)[C@H](c2cccc(F)c2)C1
ZINC750000002oKd,CCC(O)C(=O)N1CC(C(=O)O)[C@H](c2cccc(F)c2)C1
ZINCa50000003qxE,CCC(O)C(=O)OCCN1CC(C(=O)O)[C@H](c2cccc(F)c2)C1
ZINC7k0000002oGg,CC[C@@H](C(C)C)N1CC(C(=O)O)[C@H](c2cccc(F)c2)C1
ZINC7k0000002oGg,CC[C@H](C(C)C)N1CC(C(=O)O)[C@H](c2cccc(F)c2)C1
ZINCah0000002oGU,CC[C@H](O)C(C)[C@H](CC)N1CC(C(=O)O)[C@H](c2cccc(F)c2)C1
ZINCah0000002oGU,CC[C@@H](O)C(C)[C@@H](CC)N1CC(C(=O)O)[C@H](c2cccc(F)c2)C1
ZINCah0000002oGU,CC[C@H](C(C)[C@@H](O)CC)N1CC(C(=O)O)[C@H](c2cccc(F)c2)C1
ZINCah0000002oGU,CC[C@@H](O)C(C)[C@H](CC)N1CC(C(=O)O)[C@H](c2cccc(F)c2)C1
ZINCaa0000002oHP,CC[C@@H](O)C(F)(F)C(=O)N1CC(C(=O)O)[C@H](c2cccc(F)c2)C1
ZINCaa0000002oHP,CC[C@H](N1CC(C(=O)O)[C@H](c2cccc(F)c2)C1)C(F)(F)C(=O)O
ZINCaa0000002oHP,CC[C@@H](N1CC(C(=O)O)[C@H](c2cccc(F)c2)C1)C(F)(F)C(=O)O
ZINCa50000001Jjd,CC[C@H](N1CC(C(=O)O)[C@H](c2cccc(F)c2)C1)C(F)(F)C(N)=O
ZINCa50000001Jjd,CC[C@@H](N1CC(C(=O)O)[C@H](c2cccc(F)c2)C1)C(F)(F)C(N)=O
ZINC8j0000002oHR,CC[C@H](N1CC(C(=O)O)[C@H](c2cccc(F)c2)C1)C(F)(F)F
ZINC8j0000002oHR,CC[C@@H](N1CC(C(=O)O)[C@H](c2cccc(F)c2)C1)C(F)(F)F
ZINC9o0000002oE1,CC[C@@H](C1CC(C)C1)N1CC(C(=O)O)[C@H](c2cccc(F)c2)C1
ZINC9o0000002oE1,CC[C@H](C1CC(C)C1)N1CC(C(=O)O)[C@H](c2cccc(F)c2)C1
ZINC7h0000002oDU,CC[C@@H](C1CC1)N1CC(C(=O)O)[C@H](c2cccc(F)c2)C1
ZINC7h0000002oDU,CC[C@H](C1CC1)N1CC(C(=O)O)[C@H](c2cccc(F)c2)C1
ZINC8l0000004T2Q,CC[C@@H](C1CCC1)N1CC(C(=O)O)[C@H](c2cccc(F)c2)C1
ZINC8l0000004T2Q,CC[C@H](C1CCC1)N1CC(C(=O)O)[C@H](c2cccc(F)c2)C1
ZINCat0000000Dqh,CC[C@@H](C1CCCCC1)N1CC(C(=O)O)[C@H](c2cccc(F)c2)C1
ZINCat0000000Dqh,CC[C@H](C1CCCCC1)N1CC(C(=O)O)[C@H](c2cccc(F)c2)C1
ZINCad0000002oF4,CC[C@@H](C1CCNCC1)N1CC(C(=O)O)[C@H](c2cccc(F)c2)C1
ZINCad0000002oF4,CC[C@H](C1CCNCC1)N1CC(C(=O)O)[C@H](c2cccc(F)c2)C1
ZINC7c0000002oHq,CC[C@@H](CC#N)N1CC(C(=O)O)[C@H](c2cccc(F)c2)C1
ZINC7c0000002oHq,CC[C@H](CC#N)N1CC(C(=O)O)[C@H](c2cccc(F)c2)C1
ZINCa800000000HP,CC[C@@H](CC(=O)N(C)C)N1CC(C(=O)O)[C@H](c2cccc(F)c2)C1
ZINCa800000000HP,CC[C@H](CC(=O)N(C)C)N1CC(C(=O)O)[C@H](c2cccc(F)c2)C1
ZINC950000001IpR,CC[C@@H](CC(=O)NC)N1CC(C(=O)O)[C@H](c2cccc(F)c2)C1
ZINC950000001IpR,CC[C@H](CC(=O)NC)N1CC(C(=O)O)[C@H](c2cccc(F)c2)C1
ZINC880000002oHD,CC[C@@H](O)CC(=O)N1CC(C(=O)O)[C@H](c2cccc(F)c2)C1
ZINC880000002oHD,CC[C@@H](CC(=O)O)N1CC(C(=O)O)[C@H](c2cccc(F)c2)C1
ZINC880000002oHD,CC[C@H](CC(=O)O)N1CC(C(=O)O)[C@H](c2cccc(F)c2)C1
ZINC990000001IJ2,CC[C@@H](CC(=O)OC)N1CC(C(=O)O)[C@H](c2cccc(F)c2)C1
ZINC990000001IJ2,CC[C@H](CC(=O)OC)N1CC(C(=O)O)[C@H](c2cccc(F)c2)C1
ZINC8d0000002oH5,CC[C@@H](CC(C)=O)N1CC(C(=O)O)[C@H](c2cccc(F)c2)C1
ZINC8d0000002oH5,CC[C@H](CC(C)=O)N1CC(C(=O)O)[C@H](c2cccc(F)c2)C1
ZINC8d0000002oH5,CC[C@@H](O)CCN1CC(C(=O)O)[C@H](c2cccc(F)c2)C1
ZINC8o0000002oGD,CC[C@@H](CC(C)C)N1CC(C(=O)O)[C@H](c2cccc(F)c2)C1
ZINC8o0000002oGD,CC[C@H](CC(C)C)N1CC(C(=O)O)[C@H](c2cccc(F)c2)C1
ZINC850000001Ia7,CC[C@@H](CC(N)=O)N1CC(C(=O)O)[C@H](c2cccc(F)c2)C1
ZINC850000001Ia7,CC[C@H](CC(N)=O)N1CC(C(=O)O)[C@H](c2cccc(F)c2)C1
ZINC9r0000000BNz,CC[C@@H](CCC(C)C)N1CC(C(=O)O)[C@H](c2cccc(F)c2)C1
ZINC9r0000000BNz,CC[C@H](CCC(C)C)N1CC(C(=O)O)[C@H](c2cccc(F)c2)C1
ZINC8a0000002oGW,CC[C@@H](CCCN)N1CC(C(=O)O)[C@H](c2cccc(F)c2)C1
ZINC8a0000002oGW,CC[C@H](CCCN)N1CC(C(=O)O)[C@H](c2cccc(F)c2)C1
ZINC8b0000002oH4,CC[C@@H](CCCO)N1CC(C(=O)O)[C@H](c2cccc(F)c2)C1
ZINC8b0000002oH4,CC[C@H](CCCO)N1CC(C(=O)O)[C@H](c2cccc(F)c2)C1
ZINC8b0000002oH4,CC[C@@H](O)CCCN1CC(C(=O)O)[C@H](c2cccc(F)c2)C1
ZINC770000002oHp,CC[C@@H](CCN)N1CC(C(=O)O)[C@H](c2cccc(F)c2)C1
ZINC770000002oHp,CC[C@H](CCN)N1CC(C(=O)O)[C@H](c2cccc(F)c2)C1
ZINC9d0000005G5H,CC[C@@H](CCN(C)C)N1CC(C(=O)O)[C@H](c2cccc(F)c2)C1
ZINC9d0000005G5H,CC[C@H](CCN(C)C)N1CC(C(=O)O)[C@H](c2cccc(F)c2)C1
ZINCa800000000HQ,CC[C@@H](CCNC(C)=O)N1CC(C(=O)O)[C@H](c2cccc(F)c2)C1
ZINCa800000000HQ,CC[C@H](CCNC(C)=O)N1CC(C(=O)O)[C@H](c2cccc(F)c2)C1
ZINCah0000001L2X,CC[C@@H](CCNC(C)C)N1CC(C(=O)O)[C@H](c2cccc(F)c2)C1
ZINCah0000001L2X,CC[C@H](CCNC(C)C)N1CC(C(=O)O)[C@H](c2cccc(F)c2)C1
ZINCa50000001eDq,CC[C@@H](CCNC(N)=O)N1CC(C(=O)O)[C@H](c2cccc(F)c2)C1
ZINCa50000001eDq,CC[C@H](CCNC(N)=O)N1CC(C(=O)O)[C@H](c2cccc(F)c2)C1
ZINCae0000004Ydi,CC[C@@H](CCNC1CC1)N1CC(C(=O)O)[C@H](c2cccc(F)c2)C1
ZINCae0000004Ydi,CC[C@H](CCNC1CC1)N1CC(C(=O)O)[C@H](c2cccc(F)c2)C1
ZINC770000002oHt,CC[C@@H](CCO)N1CC(C(=O)O)[C@H](c2cccc(F)c2)C1
ZINC770000002oHt,CC[C@H](CCO)N1CC(C(=O)O)[C@H](c2cccc(F)c2)C1
ZINC8d0000002oHv,CC[C@@H](CCOC)N1CC(C(=O)O)[C@H](c2cccc(F)c2)C1
ZINC8d0000002oHv,CC[C@H](CCOC)N1CC(C(=O)O)[C@H](c2cccc(F)c2)C1
ZINCad0000001KAT,CC[C@@H](CCOC(C)=O)N1CC(C(=O)O)[C@H](c2cccc(F)c2)C1
ZINCad0000001KAT,CC[C@H](CCOC(C)=O)N1CC(C(=O)O)[C@H](c2cccc(F)c2)C1
ZINC8l00000000as,CC[C@@H](CCSC)N1CC(C(=O)O)[C@H](c2cccc(F)c2)C1
ZINC8l00000000as,CC[C@H](CCSC)N1CC(C(=O)O)[C@H](c2cccc(F)c2)C1
ZINCas00000000GQ,CC[C@@H](CCSC(C)C)N1CC(C(=O)O)[C@H](c2cccc(F)c2)C1
ZINCas00000000GQ,CC[C@H](CCSC(C)C)N1CC(C(=O)O)[C@H](c2cccc(F)c2)C1
ZINCaq0000001CKb,CC[C@@H](CCSC1CC1)N1CC(C(=O)O)[C@H](c2cccc(F)c2)C1
ZINCaq0000001CKb,CC[C@H](CCSC1CC1)N1CC(C(=O)O)[C@H](c2cccc(F)c2)C1
ZINCaj0000002oGS,CC[C@@H](O)CC[C@H](CC)N1CC(C(=O)O)[C@H](c2cccc(F)c2)C1
ZINCaj0000002oGS,CC[C@@H](O)CC[C@@H](CC)N1CC(C(=O)O)[C@H](c2cccc(F)c2)C1
ZINC650000002oJj,CC[C@@H](CN)N1CC(C(=O)O)[C@H](c2cccc(F)c2)C1
ZINC650000002oJj,CC[C@H](CN)N1CC(C(=O)O)[C@H](c2cccc(F)c2)C1
ZINC890000002oJF,CC[C@@H](CN(C)C)N1CC(C(=O)O)[C@H](c2cccc(F)c2)C1
ZINC890000002oJF,CC[C@H](CN(C)C)N1CC(C(=O)O)[C@H](c2cccc(F)c2)C1
ZINCa800000000HR,CC[C@@H](CN(C)C(C)=O)N1CC(C(=O)O)[C@H](c2cccc(F)c2)C1
ZINCa800000000HR,CC[C@H](CN(C)C(C)=O)N1CC(C(=O)O)[C@H](c2cccc(F)c2)C1
ZINCag0000001hyj,CC[C@@H](CN(C)C(C)C)N1CC(C(=O)O)[C@H](c2cccc(F)c2)C1
ZINCag0000001hyj,CC[C@H](CN(C)C(C)C)N1CC(C(=O)O)[C@H](c2cccc(F)c2)C1
ZINCa50000001eDr,CC[C@@H](CN(C)C(N)=O)N1CC(C(=O)O)[C@H](c2cccc(F)c2)C1
ZINCa50000001eDr,CC[C@H](CN(C)C(N)=O)N1CC(C(=O)O)[C@H](c2cccc(F)c2)C1
ZINCae0000001h0x,CC[C@@H](CN(C)C1CC1)N1CC(C(=O)O)[C@H](c2cccc(F)c2)C1
ZINCae0000001h0x,CC[C@H](CN(C)C1CC1)N1CC(C(=O)O)[C@H](c2cccc(F)c2)C1
ZINC9d0000001dLj,CC[C@@H](CN(C)CC)N1CC(C(=O)O)[C@H](c2cccc(F)c2)C1
ZINC9d0000001dLj,CC[C@H](CN(C)CC)N1CC(C(=O)O)[C@H](c2cccc(F)c2)C1
ZINCac0000004DGB,CC[C@@H](CN(C)CCF)N1CC(C(=O)O)[C@H](c2cccc(F)c2)C1
ZINCac0000004DGB,CC[C@H](CN(C)CCF)N1CC(C(=O)O)[C@H](c2cccc(F)c2)C1
ZINCa50000004DHa,CC[C@@H](CN(C)CCN)N1CC(C(=O)O)[C@H](c2cccc(F)c2)C1
ZINCa50000004DHa,CC[C@H](CN(C)CCN)N1CC(C(=O)O)[C@H](c2cccc(F)c2)C1
ZINCa50000004DHe,CC[C@@H](CN(C)CCO)N1CC(C(=O)O)[C@H](c2cccc(F)c2)C1
ZINCa50000004DHe,CC[C@H](CN(C)CCO)N1CC(C(=O)O)[C@H](c2cccc(F)c2)C1
ZINCa50000004DHe,CC[C@@H](O)CN(C)CCN1CC(C(=O)O)[C@H](c2cccc(F)c2)C1
ZINCag0000004DFH,CC[C@@H](CN(CC)CC)N1CC(C(=O)O)[C@H](c2cccc(F)c2)C1
ZINCag0000004DFH,CC[C@H](CN(CC)CC)N1CC(C(=O)O)[C@H](c2cccc(F)c2)C1
ZINCaa0000001g2e,CC[C@@H](CN1CC(F)C1)N1CC(C(=O)O)[C@H](c2cccc(F)c2)C1
ZINCaa0000001g2e,CC[C@H](CN1CC(F)C1)N1CC(C(=O)O)[C@H](c2cccc(F)c2)C1
ZINC9a0000001dD4,CC[C@@H](CN1CCC1)N1CC(C(=O)O)[C@H](c2cccc(F)c2)C1
ZINC9a0000001dD4,CC[C@H](CN1CCC1)N1CC(C(=O)O)[C@H](c2cccc(F)c2)C1
ZINCae0000001h0y,CC[C@@H](CN1CCCC1)N1CC(C(=O)O)[C@H](c2cccc(F)c2)C1
ZINCae0000001h0y,CC[C@H](CN1CCCC1)N1CC(C(=O)O)[C@H](c2cccc(F)c2)C1
ZINCa700000000Bb,CC[C@@H](O)CNC(=O)CN1CC(C(=O)O)[C@H](c2cccc(F)c2)C1
ZINCa40000001fqk,CC[C@@H](CNC(=O)CN)N1CC(C(=O)O)[C@H](c2cccc(F)c2)C1
ZINCa40000001fqk,CC[C@H](CNC(=O)CN)N1CC(C(=O)O)[C@H](c2cccc(F)c2)C1
ZINCa40000001fql,CC[C@@H](CNC(=O)CO)N1CC(C(=O)O)[C@H](c2cccc(F)c2)C1
ZINCa40000001fql,CC[C@H](CNC(=O)CO)N1CC(C(=O)O)[C@H](c2cccc(F)c2)C1
ZINCa50000003KbP,CC[C@@H](CNC(=O)NC)N1CC(C(=O)O)[C@H](c2cccc(F)c2)C1
ZINCa50000003KbP,CC[C@H](CNC(=O)NC)N1CC(C(=O)O)[C@H](c2cccc(F)c2)C1
ZINCa70000005cDr,CC[C@@H](CNC(=O)OC)N1CC(C(=O)O)[C@H](c2cccc(F)c2)C1
ZINCa70000005cDr,CC[C@H](CNC(=O)OC)N1CC(C(=O)O)[C@H](c2cccc(F)c2)C1
ZINC950000001dh6,CC[C@@H](CNC(C)=O)N1CC(C(=O)O)[C@H](c2cccc(F)c2)C1
ZINC950000001dh6,CC[C@H](CNC(C)=O)N1CC(C(=O)O)[C@H](c2cccc(F)c2)C1
ZINC9d0000001IRq,CC[C@@H](CNC(C)C)N1CC(C(=O)O)[C@H](c2cccc(F)c2)C1
ZINC9d0000001IRq,CC[C@H](CNC(C)C)N1CC(C(=O)O)[C@H](c2cccc(F)c2)C1
ZINCa50000002Qch,CC[C@@H](CNC(C)CO)N1CC(C(=O)O)[C@H](c2cccc(F)c2)C1
ZINCa50000002Qch,CC[C@H](CNC(C)CO)N1CC(C(=O)O)[C@H](c2cccc(F)c2)C1
ZINCa50000002Qch,CC[C@@H](O)CNC(C)CN1CC(C(=O)O)[C@H](c2cccc(F)c2)C1
ZINC950000001dh7,CC[C@@H](CNC(N)=O)N1CC(C(=O)O)[C@H](c2cccc(F)c2)C1
ZINC950000001dh7,CC[C@H](CNC(N)=O)N1CC(C(=O)O)[C@H](c2cccc(F)c2)C1
ZINC9b00000000mZ,CC[C@@H](CNC1CC1)N1CC(C(=O)O)[C@H](c2cccc(F)c2)C1
ZINC9b00000000mZ,CC[C@H](CNC1CC1)N1CC(C(=O)O)[C@H](c2cccc(F)c2)C1
ZINCae0000001h0z,CC[C@@H](CNC1CCC1)N1CC(C(=O)O)[C@H](c2cccc(F)c2)C1
ZINCae0000001h0z,CC[C@H](CNC1CCC1)N1CC(C(=O)O)[C@H](c2cccc(F)c2)C1
ZINCa500000063mX,CC[C@@H](CNC1CNC1)N1CC(C(=O)O)[C@H](c2cccc(F)c2)C1
ZINCa500000063mX,CC[C@H](CNC1CNC1)N1CC(C(=O)O)[C@H](c2cccc(F)c2)C1
ZINCa50000005cw2,CC[C@@H](CNC1COC1)N1CC(C(=O)O)[C@H](c2cccc(F)c2)C1
ZINCa50000005cw2,CC[C@H](CNC1COC1)N1CC(C(=O)O)[C@H](c2cccc(F)c2)C1
ZINCag0000001hyl,CC[C@@H](CNCC(C)C)N1CC(C(=O)O)[C@H](c2cccc(F)c2)C1
ZINCag0000001hyl,CC[C@H](CNCC(C)C)N1CC(C(=O)O)[C@H](c2cccc(F)c2)C1
ZINCa500000039g8,CC[C@@H](CNCC(C)O)N1CC(C(=O)O)[C@H](c2cccc(F)c2)C1
ZINCa500000039g8,CC[C@@H](O)CNCC(C)N1CC(C(=O)O)[C@H](c2cccc(F)c2)C1
ZINCa500000039g8,CC[C@H](CNCC(C)O)N1CC(C(=O)O)[C@H](c2cccc(F)c2)C1
ZINCac0000004DHr,CC[C@@H](CNCC(F)F)N1CC(C(=O)O)[C@H](c2cccc(F)c2)C1
ZINCac0000004DHr,CC[C@H](CNCC(F)F)N1CC(C(=O)O)[C@H](c2cccc(F)c2)C1
ZINCad0000001gGO,CC[C@@H](CNCC1CC1)N1CC(C(=O)O)[C@H](c2cccc(F)c2)C1
ZINCad0000001gGO,CC[C@H](CNCC1CC1)N1CC(C(=O)O)[C@H](c2cccc(F)c2)C1
ZINCad0000001gGR,CC[C@@H](CNC[C@@H](C)F)N1CC(C(=O)O)[C@H](c2cccc(F)c2)C1
ZINCad0000001gGR,CC[C@H](CNC[C@@H](C)F)N1CC(C(=O)O)[C@H](c2cccc(F)c2)C1
ZINCa50000001eDx,CC[C@@H](CNC[C@@H](C)O)N1CC(C(=O)O)[C@H](c2cccc(F)c2)C1
ZINCa50000001eDx,CC[C@@H](O)CNC[C@H](C)N1CC(C(=O)O)[C@H](c2cccc(F)c2)C1
ZINCa50000001eDx,CC[C@H](CNC[C@@H](C)O)N1CC(C(=O)O)[C@H](c2cccc(F)c2)C1
ZINCa50000001eDx,CC[C@@H](O)CNC[C@@H](C)N1CC(C(=O)O)[C@H](c2cccc(F)c2)C1
ZINCad0000001gGS,CC[C@@H](CNC[C@H](C)F)N1CC(C(=O)O)[C@H](c2cccc(F)c2)C1
ZINCad0000001gGS,CC[C@H](CNC[C@H](C)F)N1CC(C(=O)O)[C@H](c2cccc(F)c2)C1
ZINCa50000004qF3,CC[C@@H](CNC[C@H](C)O)N1CC(C(=O)O)[C@H](c2cccc(F)c2)C1
ZINCa50000004qF3,CC[C@H](CNC[C@H](C)O)N1CC(C(=O)O)[C@H](c2cccc(F)c2)C1
ZINCa50000001Jje,CC[C@@H](CNS(C)(=O)=O)N1CC(C(=O)O)[C@H](c2cccc(F)c2)C1
ZINCa50000001Jje,CC[C@H](CNS(C)(=O)=O)N1CC(C(=O)O)[C@H](c2cccc(F)c2)C1
ZINCa40000001fqm,CC[C@@H](CNS(N)(=O)=O)N1CC(C(=O)O)[C@H](c2cccc(F)c2)C1
ZINCa40000001fqm,CC[C@H](CNS(N)(=O)=O)N1CC(C(=O)O)[C@H](c2cccc(F)c2)C1
ZINCah0000004pU6,CC[C@@H](CN[C@@H](C)CC)N1CC(C(=O)O)[C@H](c2cccc(F)c2)C1
ZINCah0000004pU6,CC[C@H](CN[C@@H](C)CC)N1CC(C(=O)O)[C@H](c2cccc(F)c2)C1
ZINCaf0000004Yok,CC[C@@H](O)CN[C@@H](C)CN1CC(C(=O)O)[C@H](c2cccc(F)c2)C1
ZINCad000000011e,CC[C@@H](CN[C@@H](C)CF)N1CC(C(=O)O)[C@H](c2cccc(F)c2)C1
ZINCad000000011e,CC[C@H](CN[C@@H](C)CF)N1CC(C(=O)O)[C@H](c2cccc(F)c2)C1
ZINCa50000004cJ6,CC[C@@H](CN[C@@H](C)CN)N1CC(C(=O)O)[C@H](c2cccc(F)c2)C1
ZINCa50000004cJ6,CC[C@H](CN[C@@H](C)CN)N1CC(C(=O)O)[C@H](c2cccc(F)c2)C1
ZINCa50000001eDz,CC[C@@H](CN[C@@H](C)CO)N1CC(C(=O)O)[C@H](c2cccc(F)c2)C1
ZINCa50000001eDz,CC[C@H](CN[C@@H](C)CO)N1CC(C(=O)O)[C@H](c2cccc(F)c2)C1
ZINCaa0000001g2f,CC[C@@H](CN[C@@H]1C[C@@H]1F)N1CC(C(=O)O)[C@H](c2cccc(F)c2)C1
ZINCaa0000001g2f,CC[C@H](CN[C@@H]1C[C@@H]1F)N1CC(C(=O)O)[C@H](c2cccc(F)c2)C1
ZINCad0000001KAU,CC[C@@H](CN[C@@H]1C[C@H]1C)N1CC(C(=O)O)[C@H](c2cccc(F)c2)C1
ZINCad0000001KAU,CC[C@H](CN[C@@H]1C[C@H]1C)N1CC(C(=O)O)[C@H](c2cccc(F)c2)C1
ZINCah0000004qGQ,CC[C@@H](CN[C@H](C)CC)N1CC(C(=O)O)[C@H](c2cccc(F)c2)C1
ZINCah0000004qGQ,CC[C@H](CN[C@H](C)CC)N1CC(C(=O)O)[C@H](c2cccc(F)c2)C1
ZINCaf0000004Yol,CC[C@@H](O)CN[C@H](C)CN1CC(C(=O)O)[C@H](c2cccc(F)c2)C1
ZINCad0000004DL5,CC[C@@H](CN[C@H](C)CF)N1CC(C(=O)O)[C@H](c2cccc(F)c2)C1
ZINCad0000004DL5,CC[C@H](CN[C@H](C)CF)N1CC(C(=O)O)[C@H](c2cccc(F)c2)C1
ZINCa50000004cJ7,CC[C@@H](CN[C@H](C)CN)N1CC(C(=O)O)[C@H](c2cccc(F)c2)C1
ZINCa50000004cJ7,CC[C@H](CN[C@H](C)CN)N1CC(C(=O)O)[C@H](c2cccc(F)c2)C1
ZINCa50000001eDA,CC[C@@H](CN[C@H](C)CO)N1CC(C(=O)O)[C@H](c2cccc(F)c2)C1
ZINCa50000001eDA,CC[C@H](CN[C@H](C)CO)N1CC(C(=O)O)[C@H](c2cccc(F)c2)C1
ZINCad0000001KAV,CC[C@@H](CN[C@H]1C[C@@H]1C)N1CC(C(=O)O)[C@H](c2cccc(F)c2)C1
ZINCad0000001KAV,CC[C@H](CN[C@H]1C[C@@H]1C)N1CC(C(=O)O)[C@H](c2cccc(F)c2)C1
ZINC650000002oJZ,CC[C@@H](CO)N1CC(C(=O)O)[C@H](c2cccc(F)c2)C1
ZINC650000002oJZ,CC[C@H](CO)N1CC(C(=O)O)[C@H](c2cccc(F)c2)C1
ZINC7a0000002oK3,CC[C@@H](COC)N1CC(C(=O)O)[C@H](c2cccc(F)c2)C1
ZINC7a0000002oK3,CC[C@H](COC)N1CC(C(=O)O)[C@H](c2cccc(F)c2)C1
ZINCa70000002oK5,CC[C@@H](COC1COC1)N1CC(C(=O)O)[C@H](c2cccc(F)c2)C1
ZINCa70000002oK5,CC[C@H](COC1COC1)N1CC(C(=O)O)[C@H](c2cccc(F)c2)C1
ZINCal0000003FH9,CC[C@@H](O)COCC(C)N1CC(C(=O)O)[C@H](c2cccc(F)c2)C1
ZINCal0000003OZA,CC[C@@H](O)COC[C@H](C)N1CC(C(=O)O)[C@H](c2cccc(F)c2)C1
ZINCal0000003OZA,CC[C@@H](O)COC[C@@H](C)N1CC(C(=O)O)[C@H](c2cccc(F)c2)C1
ZINC7h00000063zu,CC[C@@H](CSC)N1CC(C(=O)O)[C@H](c2cccc(F)c2)C1
ZINC7h00000063zu,CC[C@H](CSC)N1CC(C(=O)O)[C@H](c2cccc(F)c2)C1
ZINCar0000001JvG,CC[C@@H](CSC(C)(F)F)N1CC(C(=O)O)[C@H](c2cccc(F)c2)C1
ZINCar0000001JvG,CC[C@H](CSC(C)(F)F)N1CC(C(=O)O)[C@H](c2cccc(F)c2)C1
ZINC9o00000063zP,CC[C@@H](CSC(C)C)N1CC(C(=O)O)[C@H](c2cccc(F)c2)C1
ZINC9o00000063zP,CC[C@H](CSC(C)C)N1CC(C(=O)O)[C@H](c2cccc(F)c2)C1
ZINC9m00000063zw,CC[C@@H](CSC1CC1)N1CC(C(=O)O)[C@H](c2cccc(F)c2)C1
ZINC9m00000063zw,CC[C@H](CSC1CC1)N1CC(C(=O)O)[C@H](c2cccc(F)c2)C1
ZINCaq00000000lE,CC[C@@H](CSC1CCC1)N1CC(C(=O)O)[C@H](c2cccc(F)c2)C1
ZINCaq00000000lE,CC[C@H](CSC1CCC1)N1CC(C(=O)O)[C@H](c2cccc(F)c2)C1
ZINCaa0000005Gpg,CC[C@@H](CSC1CNC1)N1CC(C(=O)O)[C@H](c2cccc(F)c2)C1
ZINCaa0000005Gpg,CC[C@H](CSC1CNC1)N1CC(C(=O)O)[C@H](c2cccc(F)c2)C1
ZINCae0000004DPX,CC[C@@H](CSC1COC1)N1CC(C(=O)O)[C@H](c2cccc(F)c2)C1
ZINCae0000004DPX,CC[C@H](CSC1COC1)N1CC(C(=O)O)[C@H](c2cccc(F)c2)C1
ZINCam00000043iO,CC[C@@H](CSC1CSC1)N1CC(C(=O)O)[C@H](c2cccc(F)c2)C1
ZINCam00000043iO,CC[C@H](CSC1CSC1)N1CC(C(=O)O)[C@H](c2cccc(F)c2)C1
ZINCab0000004cLm,CC[C@@H](O)CSCC(=O)N1CC(C(=O)O)[C@H](c2cccc(F)c2)C1
ZINCab0000004cLm,CC[C@@H](CSCC(=O)O)N1CC(C(=O)O)[C@H](c2cccc(F)c2)C1
ZINCab0000004cLm,CC[C@H](CSCC(=O)O)N1CC(C(=O)O)[C@H](c2cccc(F)c2)C1
ZINCag0000001hyn,CC[C@@H](CSCC(C)=O)N1CC(C(=O)O)[C@H](c2cccc(F)c2)C1
ZINCag0000001hyn,CC[C@H](CSCC(C)=O)N1CC(C(=O)O)[C@H](c2cccc(F)c2)C1
ZINCar00000000x1,CC[C@@H](CSCC(C)C)N1CC(C(=O)O)[C@H](c2cccc(F)c2)C1
ZINCar00000000x1,CC[C@H](CSCC(C)C)N1CC(C(=O)O)[C@H](c2cccc(F)c2)C1
ZINCan0000005GpY,CC[C@@H](CSCC(F)F)N1CC(C(=O)O)[C@H](c2cccc(F)c2)C1
ZINCan0000005GpY,CC[C@H](CSCC(F)F)N1CC(C(=O)O)[C@H](c2cccc(F)c2)C1
ZINCa50000001eDB,CC[C@@H](CSCC(N)=O)N1CC(C(=O)O)[C@H](c2cccc(F)c2)C1
ZINCa50000001eDB,CC[C@H](CSCC(N)=O)N1CC(C(=O)O)[C@H](c2cccc(F)c2)C1
ZINCap0000004DQ0,CC[C@@H](CSCC1CC1)N1CC(C(=O)O)[C@H](c2cccc(F)c2)C1
ZINCap0000004DQ0,CC[C@H](CSCC1CC1)N1CC(C(=O)O)[C@H](c2cccc(F)c2)C1
ZINCao0000005Gqc,CC[C@@H](CSC[C@@H](C)F)N1CC(C(=O)O)[C@H](c2cccc(F)c2)C1
ZINCao0000005Gqc,CC[C@H](CSC[C@@H](C)F)N1CC(C(=O)O)[C@H](c2cccc(F)c2)C1
ZINCae0000004cLf,CC[C@@H](CSC[C@@H](C)N)N1CC(C(=O)O)[C@H](c2cccc(F)c2)C1
ZINCae0000004cLf,CC[C@H](CSC[C@@H](C)N)N1CC(C(=O)O)[C@H](c2cccc(F)c2)C1
ZINCae0000001h0C,CC[C@@H](CSC[C@@H](C)O)N1CC(C(=O)O)[C@H](c2cccc(F)c2)C1
ZINCae0000001h0C,CC[C@@H](O)CSC[C@H](C)N1CC(C(=O)O)[C@H](c2cccc(F)c2)C1
ZINCae0000001h0C,CC[C@H](CSC[C@@H](C)O)N1CC(C(=O)O)[C@H](c2cccc(F)c2)C1
ZINCae0000001h0C,CC[C@@H](O)CSC[C@@H](C)N1CC(C(=O)O)[C@H](c2cccc(F)c2)C1
ZINCao0000005Gqd,CC[C@@H](CSC[C@H](C)F)N1CC(C(=O)O)[C@H](c2cccc(F)c2)C1
ZINCao0000005Gqd,CC[C@H](CSC[C@H](C)F)N1CC(C(=O)O)[C@H](c2cccc(F)c2)C1
ZINCae0000004cLg,CC[C@@H](CSC[C@H](C)N)N1CC(C(=O)O)[C@H](c2cccc(F)c2)C1
